# ccx y+
0.000485708 0.281365
0.00145827 0.507017
0.00243313 0.560666
0.00341029 0.558985
0.00438975 0.552824
0.00537153 0.544031
0.00635563 0.534738
0.00734204 0.525917
0.00833079 0.517697
0.00932187 0.510161
0.0103153 0.503245
0.011311 0.496899
0.0123092 0.491046
0.0133096 0.485604
0.0143125 0.480534
0.0153177 0.475788
0.0163252 0.471345
0.0173352 0.467168
0.0183475 0.463236
0.0193622 0.45952
0.0203793 0.455997
0.0213988 0.452645
0.0224208 0.44946
0.0234451 0.446423
0.0244718 0.443515
0.025501 0.440737
0.0265326 0.438073
0.0275667 0.435512
0.0286031 0.433056
0.0296421 0.430686
0.0306834 0.428406
0.0317273 0.426206
0.0327736 0.424079
0.0338223 0.422027
0.0348736 0.420037
0.0359273 0.418115
0.0369835 0.416246
0.0380422 0.414439
0.0391034 0.412678
0.0401671 0.410971
0.0412333 0.409305
0.0423021 0.407688
0.0433733 0.406108
0.0444471 0.404571
0.0455234 0.403071
0.0466023 0.401608
0.0476837 0.400181
0.0487676 0.398787
0.0498542 0.397426
0.0509432 0.396095
0.0520349 0.394795
0.0531291 0.393523
0.0542259 0.392279
0.0553253 0.39106
0.0564273 0.389867
0.0575319 0.388698
0.0586391 0.387552
0.0597489 0.386429
0.0608614 0.385327
0.0619764 0.384246
0.0630941 0.383185
0.0642144 0.382143
0.0653374 0.38112
0.066463 0.380114
0.0675913 0.379126
0.0687222 0.378155
0.0698559 0.3772
0.0709921 0.37626
0.0721311 0.375336
0.0732728 0.374426
0.0744171 0.373531
0.0755642 0.37265
0.0767139 0.371782
0.0778664 0.370927
0.0790216 0.370084
0.0801795 0.369254
0.0813402 0.368436
0.0825035 0.367629
0.0836697 0.366834
0.0848386 0.36605
0.0860102 0.365276
0.0871846 0.364513
0.0883618 0.36376
0.0895418 0.363016
0.0907245 0.362283
0.0919101 0.361559
0.0930984 0.360844
0.0942895 0.360138
0.0954835 0.359441
0.0966803 0.358753
0.0978799 0.358072
0.0990823 0.3574
0.100288 0.356736
0.101496 0.35608
0.102707 0.355432
0.10392 0.35479
0.105137 0.354157
0.106357 0.35353
0.107579 0.35291
0.108804 0.352297
0.110033 0.351691
0.111264 0.351091
0.112498 0.350498
0.113735 0.349911
0.114975 0.34933
0.116217 0.348755
0.117463 0.348186
0.118712 0.347623
0.119963 0.347065
0.121218 0.346513
0.122475 0.345967
0.123736 0.345425
0.124999 0.344889
0.126266 0.344359
0.127535 0.343833
0.128807 0.343312
0.130083 0.342796
0.131361 0.342285
0.132643 0.341779
0.133927 0.341277
0.135215 0.340779
0.136505 0.340287
0.137799 0.339798
0.139096 0.339314
0.140395 0.338834
0.141698 0.338358
0.143004 0.337886
0.144313 0.337418
0.145625 0.336954
0.14694 0.336494
0.148258 0.336038
0.149579 0.335586
0.150904 0.335137
0.152231 0.334692
0.153562 0.33425
0.154896 0.333812
0.156233 0.333377
0.157573 0.332946
0.158916 0.332518
0.160263 0.332093
0.161613 0.331672
0.162965 0.331253
0.164321 0.330838
0.165681 0.330426
0.167043 0.330017
0.168409 0.329611
0.169778 0.329208
0.17115 0.328808
0.172525 0.328411
0.173904 0.328016
0.175286 0.327625
0.176671 0.327236
0.178059 0.326849
0.179451 0.326466
0.180846 0.326085
0.182244 0.325707
0.183646 0.325331
0.18505 0.324958
0.186459 0.324587
0.18787 0.324219
0.189285 0.323853
0.190703 0.323489
0.192124 0.323128
0.193549 0.322769
0.194978 0.322413
0.196409 0.322058
0.197844 0.321706
0.199282 0.321357
0.200724 0.321009
0.202169 0.320664
0.203618 0.32032
0.20507 0.319979
0.206525 0.31964
0.207903 0.319322
0.209207 0.319022
0.210526 0.318722
0.211859 0.318421
0.213207 0.318119
0.214569 0.317815
0.215947 0.317511
0.217339 0.317206
0.218746 0.3169
0.220168 0.316593
0.221606 0.316285
0.22306 0.315976
0.224529 0.315666
0.226015 0.315356
0.227516 0.315044
0.229034 0.314731
0.230569 0.314418
0.23212 0.314104
0.233687 0.313788
0.235272 0.313472
0.236875 0.313155
0.238494 0.312838
0.240131 0.312519
0.241786 0.3122
0.243459 0.311879
0.24515 0.311558
0.24686 0.311236
0.248588 0.310914
0.250335 0.31059
0.252101 0.310266
0.253886 0.309941
0.25569 0.309615
0.257514 0.309288
0.259358 0.308961
0.261222 0.308633
0.263106 0.308304
0.265011 0.307975
0.266937 0.307644
0.268883 0.307313
0.27085 0.306982
0.272839 0.306649
0.27485 0.306316
0.276882 0.305983
0.278936 0.305648
0.281013 0.305313
0.283113 0.304978
0.285235 0.304641
0.28738 0.304304
0.289548 0.303967
0.291741 0.303629
0.293956 0.30329
0.296196 0.302951
0.298461 0.302611
0.30075 0.30227
0.303064 0.301929
0.305403 0.301587
0.307767 0.301245
0.310157 0.300903
0.312573 0.300559
0.315016 0.300216
0.317485 0.299871
0.31998 0.299527
0.322503 0.299181
0.325053 0.298836
0.327632 0.29849
