# ccx y+
0.000485708 51.0719
0.00145827 51.0591
0.00243313 51.0454
0.00341029 51.0303
0.00438975 51.0142
0.00537153 50.9975
0.00635563 50.9804
0.00734204 50.9631
0.00833079 50.9456
0.00932187 50.9278
0.0103153 50.9098
0.011311 50.8918
0.0123092 50.8736
0.0133096 50.8553
0.0143125 50.8369
0.0153177 50.8184
0.0163252 50.7998
0.0173352 50.7812
0.0183475 50.7624
0.0193622 50.7437
0.0203793 50.7248
0.0213988 50.7058
0.0224208 50.6868
0.0234451 50.6678
0.0244718 50.6486
0.025501 50.6294
0.0265326 50.6102
0.0275667 50.5909
0.0286031 50.5715
0.0296421 50.552
0.0306834 50.5325
0.0317273 50.5129
0.0327736 50.4933
0.0338223 50.4736
0.0348736 50.4539
0.0359273 50.4341
0.0369835 50.4142
0.0380422 50.3943
0.0391034 50.3743
0.0401671 50.3542
0.0412333 50.3341
0.0423021 50.314
0.0433733 50.2937
0.0444471 50.2734
0.0455234 50.2531
0.0466023 50.2327
0.0476837 50.2122
0.0487676 50.1917
0.0498542 50.1711
0.0509432 50.1505
0.0520349 50.1298
0.0531291 50.109
0.0542259 50.0882
0.0553253 50.0673
0.0564273 50.0464
0.0575319 50.0254
0.0586391 50.0043
0.0597489 49.9832
0.0608614 49.962
0.0619764 49.9408
0.0630941 49.9195
0.0642144 49.8981
0.0653374 49.8767
0.066463 49.8552
0.0675913 49.8336
0.0687222 49.812
0.0698559 49.7904
0.0709921 49.7686
0.0721311 49.7468
0.0732728 49.725
0.0744171 49.703
0.0755642 49.6811
0.0767139 49.659
0.0778664 49.6369
0.0790216 49.6147
0.0801795 49.5925
0.0813402 49.5702
0.0825035 49.5478
0.0836697 49.5254
0.0848386 49.5029
0.0860102 49.4803
0.0871846 49.4577
0.0883618 49.435
0.0895418 49.4123
0.0907245 49.3895
0.0919101 49.3666
0.0930984 49.3437
0.0942895 49.3206
0.0954835 49.2976
0.0966803 49.2744
0.0978799 49.2512
0.0990823 49.2279
0.100288 49.2046
0.101496 49.1812
0.102707 49.1577
0.10392 49.1342
0.105137 49.1106
0.106357 49.0869
0.107579 49.0631
0.108804 49.0393
0.110033 49.0155
0.111264 48.9915
0.112498 48.9675
0.113735 48.9434
0.114975 48.9192
0.116217 48.895
0.117463 48.8707
0.118712 48.8463
0.119963 48.8219
0.121218 48.7974
0.122475 48.7728
0.123736 48.7482
0.124999 48.7235
0.126266 48.6987
0.127535 48.6738
0.128807 48.6489
0.130083 48.6239
0.131361 48.5988
0.132643 48.5736
0.133927 48.5484
0.135215 48.5231
0.136505 48.4978
0.137799 48.4723
0.139096 48.4468
0.140395 48.4212
0.141698 48.3955
0.143004 48.3698
0.144313 48.344
0.145625 48.3181
0.14694 48.2921
0.148258 48.2661
0.149579 48.24
0.150904 48.2138
0.152231 48.1875
0.153562 48.1612
0.154896 48.1348
0.156233 48.1083
0.157573 48.0817
0.158916 48.055
0.160263 48.0283
0.161613 48.0015
0.162965 47.9746
0.164321 47.9476
0.165681 47.9206
0.167043 47.8935
0.168409 47.8663
0.169778 47.839
0.17115 47.8116
0.172525 47.7842
0.173904 47.7567
0.175286 47.729
0.176671 47.7014
0.178059 47.6736
0.179451 47.6457
0.180846 47.6178
0.182244 47.5898
0.183646 47.5617
0.18505 47.5335
0.186459 47.5052
0.18787 47.4769
0.189285 47.4485
0.190703 47.42
0.192124 47.3914
