# ccx tau_xx tau_yy tau_zz
0.000485708 -3.82765 -0.00530425 0
0.00145827 -3.81845 -0.00726604 0
0.00243313 -3.80825 -0.00850961 0
0.00341029 -3.79734 -0.00931062 0
0.00438975 -3.78601 -0.00985291 0
0.00537153 -3.77448 -0.0102371 0
0.00635563 -3.76284 -0.0105171 0
0.00734204 -3.7511 -0.0107261 0
0.00833079 -3.73928 -0.0108849 0
0.00932187 -3.7274 -0.0110069 0
0.0103153 -3.71547 -0.0111011 0
0.011311 -3.70349 -0.0111739 0
0.0123092 -3.69147 -0.0112298 0
0.0133096 -3.67941 -0.0112721 0
0.0143125 -3.66731 -0.0113031 0
0.0153177 -3.65517 -0.0113247 0
0.0163252 -3.64299 -0.0113385 0
0.0173352 -3.63079 -0.0113455 0
0.0183475 -3.61854 -0.0113468 0
0.0193622 -3.60627 -0.011343 0
0.0203793 -3.59396 -0.0113349 0
0.0213988 -3.58161 -0.0113229 0
0.0224208 -3.56924 -0.0113076 0
0.0234451 -3.55683 -0.0112892 0
0.0244718 -3.5444 -0.0112681 0
0.025501 -3.53193 -0.0112447 0
0.0265326 -3.51943 -0.0112191 0
0.0275667 -3.50689 -0.0111915 0
0.0286031 -3.49433 -0.0111622 0
0.0296421 -3.48173 -0.0111313 0
0.0306834 -3.46911 -0.0110989 0
0.0317273 -3.45645 -0.0110652 0
0.0327736 -3.44376 -0.0110303 0
0.0338223 -3.43105 -0.0109944 0
0.0348736 -3.4183 -0.0109574 0
0.0359273 -3.40552 -0.0109195 0
0.0369835 -3.3927 -0.0108808 0
0.0380422 -3.37986 -0.0108413 0
0.0391034 -3.36699 -0.0108012 0
0.0401671 -3.35409 -0.0107603 0
0.0412333 -3.34115 -0.0107189 0
0.0423021 -3.32819 -0.010677 0
0.0433733 -3.31519 -0.0106345 0
0.0444471 -3.30216 -0.0105916 0
0.0455234 -3.2891 -0.0105483 0
0.0466023 -3.27601 -0.0105046 0
0.0476837 -3.26289 -0.0104605 0
0.0487676 -3.24974 -0.0104162 0
0.0498542 -3.23656 -0.0103715 0
0.0509432 -3.22335 -0.0103266 0
0.0520349 -3.2101 -0.0102815 0
0.0531291 -3.19683 -0.0102361 0
0.0542259 -3.18352 -0.0101906 0
0.0553253 -3.17018 -0.0101449 0
0.0564273 -3.15681 -0.010099 0
0.0575319 -3.14341 -0.010053 0
0.0586391 -3.12998 -0.0100069 0
0.0597489 -3.11652 -0.00996069 0
0.0608614 -3.10302 -0.00991439 0
0.0619764 -3.0895 -0.00986802 0
0.0630941 -3.07594 -0.00982159 0
0.0642144 -3.06235 -0.00977511 0
0.0653374 -3.04873 -0.0097286 0
0.066463 -3.03508 -0.00968206 0
0.0675913 -3.0214 -0.00963551 0
0.0687222 -3.00768 -0.00958896 0
0.0698559 -2.99393 -0.00954242 0
0.0709921 -2.98015 -0.00949588 0
0.0721311 -2.96634 -0.00944938 0
0.0732728 -2.9525 -0.0094029 0
0.0744171 -2.93863 -0.00935646 0
0.0755642 -2.92472 -0.00931006 0
0.0767139 -2.91078 -0.00926372 0
0.0778664 -2.89682 -0.00921744 0
0.0790216 -2.88281 -0.00917122 0
0.0801795 -2.86878 -0.00912507 0
0.0813402 -2.85471 -0.00907899 0
0.0825035 -2.84062 -0.00903299 0
0.0836697 -2.82649 -0.00898708 0
0.0848386 -2.81233 -0.00894125 0
0.0860102 -2.79813 -0.00889551 0
0.0871846 -2.78391 -0.00884987 0
0.0883618 -2.76965 -0.00880433 0
0.0895418 -2.75536 -0.00875889 0
0.0907245 -2.74104 -0.00871356 0
0.0919101 -2.72668 -0.00866833 0
0.0930984 -2.7123 -0.00862321 0
0.0942895 -2.69788 -0.0085782 0
0.0954835 -2.68343 -0.0085333 0
0.0966803 -2.66895 -0.00848852 0
0.0978799 -2.65443 -0.00844385 0
0.0990823 -2.63989 -0.0083993 0
0.100288 -2.62531 -0.00835487 0
0.101496 -2.6107 -0.00831055 0
0.102707 -2.59606 -0.00826635 0
0.10392 -2.58138 -0.00822227 0
0.105137 -2.56668 -0.00817831 0
0.106357 -2.55194 -0.00813446 0
0.107579 -2.53717 -0.00809073 0
0.108804 -2.52237 -0.00804712 0
0.110033 -2.50754 -0.00800362 0
0.111264 -2.49267 -0.00796023 0
0.112498 -2.47778 -0.00791695 0
0.113735 -2.46285 -0.00787378 0
0.114975 -2.44789 -0.00783072 0
0.116217 -2.4329 -0.00778775 0
0.117463 -2.41788 -0.00774489 0
0.118712 -2.40283 -0.00770212 0
0.119963 -2.38774 -0.00765944 0
0.121218 -2.37263 -0.00761685 0
0.122475 -2.35749 -0.00757434 0
0.123736 -2.34231 -0.00753191 0
0.124999 -2.32711 -0.00748955 0
0.126266 -2.31187 -0.00744726 0
0.127535 -2.29661 -0.00740502 0
0.128807 -2.28132 -0.00736284 0
0.130083 -2.26599 -0.0073207 0
0.131361 -2.25064 -0.0072786 0
0.132643 -2.23526 -0.00723652 0
0.133927 -2.21985 -0.00719446 0
0.135215 -2.20442 -0.00715241 0
0.136505 -2.18895 -0.00711035 0
0.137799 -2.17346 -0.00706828 0
0.139096 -2.15794 -0.00702618 0
0.140395 -2.1424 -0.00698404 0
0.141698 -2.12683 -0.00694184 0
0.143004 -2.11123 -0.00689957 0
0.144313 -2.09561 -0.00685721 0
0.145625 -2.07996 -0.00681474 0
0.14694 -2.0643 -0.00677215 0
0.148258 -2.04861 -0.00672941 0
0.149579 -2.03289 -0.00668651 0
0.150904 -2.01716 -0.00664342 0
0.152231 -2.0014 -0.00660011 0
0.153562 -1.98563 -0.00655656 0
0.154896 -1.96984 -0.00651274 0
0.156233 -1.95403 -0.00646862 0
0.157573 -1.9382 -0.00642417 0
0.158916 -1.92236 -0.00637935 0
0.160263 -1.90651 -0.00633413 0
0.161613 -1.89064 -0.00628846 0
0.162965 -1.87477 -0.00624232 0
0.164321 -1.85888 -0.00619564 0
0.165681 -1.84299 -0.00614839 0
0.167043 -1.82709 -0.00610051 0
0.168409 -1.81119 -0.00605195 0
0.169778 -1.79529 -0.00600266 0
0.17115 -1.7794 -0.00595258 0
0.172525 -1.7635 -0.00590163 0
0.173904 -1.74761 -0.00584976 0
0.175286 -1.73173 -0.0057969 0
0.176671 -1.71587 -0.00574297 0
0.178059 -1.70002 -0.00568789 0
0.179451 -1.68419 -0.00563158 0
0.180846 -1.66839 -0.00557396 0
0.182244 -1.65261 -0.00551495 0
0.183646 -1.63687 -0.00545444 0
0.18505 -1.62116 -0.00539234 0
0.186459 -1.60549 -0.00532857 0
0.18787 -1.58987 -0.00526301 0
0.189285 -1.57431 -0.00519557 0
0.190703 -1.5588 -0.00512615 0
0.192124 -1.54336 -0.00505464 0
0.193549 -1.52799 -0.00498094 0
0.194978 -1.5127 -0.00490495 0
0.196409 -1.4975 -0.00482658 0
0.197844 -1.48239 -0.00474572 0
0.199282 -1.46739 -0.0046623 0
0.200724 -1.45249 -0.00457623 0
0.202169 -1.43772 -0.00448742 0
0.203618 -1.42307 -0.00439593 0
0.20507 -1.40857 -0.00430133 0
0.206525 -1.39421 -0.00420516 0
0.207903 -1.3808 -0.00411162 0
0.209207 -1.36826 -0.00401865 0
0.210526 -1.35576 -0.00392291 0
0.211859 -1.34331 -0.00382436 0
0.213207 -1.33092 -0.00372268 0
0.214569 -1.3186 -0.0036177 0
0.215947 -1.30637 -0.00350934 0
0.217339 -1.29423 -0.0033976 0
0.218746 -1.28221 -0.00328247 0
0.220168 -1.27031 -0.00316402 0
0.221606 -1.25856 -0.00304231 0
0.22306 -1.24697 -0.00291745 0
0.224529 -1.23555 -0.0027896 0
0.226015 -1.22432 -0.0026589 0
0.227516 -1.21331 -0.00252559 0
0.229034 -1.20251 -0.00238989 0
0.230569 -1.19196 -0.0022521 0
0.23212 -1.18166 -0.00211252 0
0.233687 -1.17164 -0.00197152 0
0.235272 -1.16191 -0.00182947 0
0.236875 -1.15248 -0.0016868 0
0.238494 -1.14337 -0.00154397 0
0.240131 -1.13459 -0.00140144 0
0.241786 -1.12615 -0.00125972 0
0.243459 -1.11808 -0.00111934 0
0.24515 -1.11036 -0.00098081 0
0.24686 -1.10302 -0.000844682 0
0.248588 -1.09607 -0.000711492 0
0.250335 -1.08949 -0.000581769 0
0.252101 -1.08331 -0.000456032 0
0.253886 -1.07751 -0.000334778 0
0.25569 -1.0721 -0.000218477 0
0.257514 -1.06708 -0.000107563 0
0.259358 -1.06244 -2.43336e-06 0
0.261222 -1.05818 9.65637e-05 0
0.263106 -1.05427 0.000189129 0
0.265011 -1.05073 0.000275017 0
0.266937 -1.04752 0.000354042 0
0.268883 -1.04464 0.000426076 0
0.27085 -1.04207 0.000491052 0
0.272839 -1.0398 0.000548965 0
0.27485 -1.0378 0.000599868 0
0.276882 -1.03606 0.00064387 0
0.278936 -1.03456 0.000681136 0
0.281013 -1.03327 0.000711882 0
0.283113 -1.03217 0.000736368 0
0.285235 -1.03125 0.000754895 0
0.28738 -1.03048 0.000767798 0
0.289548 -1.02984 0.000775442 0
0.291741 -1.02931 0.000778214 0
0.293956 -1.02887 0.000776518 0
0.296196 -1.0285 0.000770769 0
0.298461 -1.02819 0.000761387 0
0.30075 -1.02791 0.00074879 0
0.303064 -1.02765 0.000733392 0
0.305403 -1.02739 0.000715597 0
0.307767 -1.02712 0.000695794 0
0.310157 -1.02684 0.000674355 0
0.312573 -1.02651 0.000651633 0
0.315016 -1.02615 0.000627957 0
0.317485 -1.02573 0.000603632 0
0.31998 -1.02525 0.000578937 0
0.322503 -1.02471 0.000554127 0
0.325053 -1.02409 0.000529429 0
0.327632 -1.0234 0.000505042 0
0.330238 -1.02263 0.000481142 0
0.332872 -1.02179 0.000457878 0
0.335535 -1.02086 0.000435375 0
0.338227 -1.01985 0.000413736 0
0.340948 -1.01875 0.00039304 0
0.343699 -1.01758 0.000373348 0
0.346479 -1.01633 0.0003547 0
0.34929 -1.015 0.000337123 0
0.352132 -1.0136 0.000320624 0
0.355004 -1.01213 0.000305199 0
0.357908 -1.0106 0.000290831 0
0.360843 -1.00899 0.000277493 0
0.36381 -1.00733 0.000265149 0
0.366809 -1.00561 0.000253755 0
0.369841 -1.00384 0.000243262 0
0.372906 -1.00202 0.000233615 0
0.376004 -1.00015 0.000224758 0
0.379136 -0.998243 0.000216629 0
0.382302 -0.996295 0.000209168 0
0.385502 -0.99431 0.000202314 0
0.388737 -0.992292 0.000196007 0
0.392007 -0.990244 0.000190187 0
0.395313 -0.988169 0.000184798 0
0.398654 -0.986068 0.000179784 0
0.402032 -0.983945 0.000175096 0
0.405447 -0.9818 0.000170684 0
0.408899 -0.979636 0.000166505 0
0.412388 -0.977453 0.000162518 0
0.415916 -0.975255 0.000158688 0
0.419481 -0.97304 0.000154982 0
0.423086 -0.97081 0.000151372 0
0.426729 -0.968567 0.000147834 0
0.430412 -0.96631 0.000144347 0
0.434136 -0.964039 0.000140893 0
0.437899 -0.961756 0.00013746 0
0.441704 -0.95946 0.000134037 0
0.44555 -0.957151 0.000130615 0
0.449437 -0.95483 0.00012719 0
0.453367 -0.952495 0.000123757 0
0.45734 -0.950148 0.000120317 0
0.461356 -0.947788 0.000116868 0
0.465415 -0.945414 0.000113414 0
0.469519 -0.943027 0.000109956 0
0.473667 -0.940625 0.000106497 0
0.477861 -0.93821 0.000103043 0
0.4821 -0.935781 9.95973e-05 0
0.486385 -0.933338 9.61645e-05 0
0.490716 -0.93088 9.27496e-05 0
0.495095 -0.928407 8.93571e-05 0
0.499521 -0.92592 8.59914e-05 0
0.503995 -0.923418 8.26567e-05 0
0.508518 -0.920901 7.93567e-05 0
0.51309 -0.918369 7.6095e-05 0
0.517712 -0.915823 7.28744e-05 0
0.522384 -0.913261 6.96976e-05 0
0.527107 -0.910685 6.65667e-05 0
0.531881 -0.908094 6.34835e-05 0
0.536707 -0.905489 6.04494e-05 0
0.541586 -0.902869 5.74653e-05 0
0.546518 -0.900235 5.45321e-05 0
0.551503 -0.897587 5.16501e-05 0
0.556542 -0.894925 4.88196e-05 0
0.561636 -0.892249 4.60404e-05 0
0.566786 -0.889559 4.33125e-05 0
0.571991 -0.886856 4.06355e-05 0
0.577253 -0.88414 3.80091e-05 0
0.582572 -0.881411 3.54326e-05 0
0.587949 -0.878669 3.29057e-05 0
0.593385 -0.875914 3.04278e-05 0
0.59888 -0.873147 2.79983e-05 0
0.604434 -0.870368 2.56168e-05 0
0.610048 -0.867577 2.32826e-05 0
0.615724 -0.864774 2.09954e-05 0
0.621462 -0.861959 1.87547e-05 0
0.627261 -0.859134 1.656e-05 0
0.633124 -0.856297 1.44111e-05 0
0.639051 -0.853449 1.23075e-05 0
0.645042 -0.850591 1.02491e-05 0
0.651098 -0.847722 8.23542e-06 0
0.657219 -0.844843 6.26634e-06 0
0.663408 -0.841954 4.34161e-06 0
0.669664 -0.839056 2.46101e-06 0
0.675987 -0.836148 6.2436e-07 0
0.68238 -0.833231 -1.16854e-06 0
0.688842 -0.830305 -2.91787e-06 0
0.695374 -0.82737 -4.62381e-06 0
0.701977 -0.824427 -6.28655e-06 0
0.708652 -0.821475 -7.90628e-06 0
0.715399 -0.818516 -9.48321e-06 0
0.72222 -0.815549 -1.10175e-05 0
0.729115 -0.812574 -1.25095e-05 0
0.736085 -0.809593 -1.39592e-05 0
0.74313 -0.806604 -1.53671e-05 0
0.750252 -0.803609 -1.67333e-05 0
0.757452 -0.800608 -1.80581e-05 0
0.76473 -0.797601 -1.93418e-05 0
0.772087 -0.794588 -2.05846e-05 0
0.779524 -0.791569 -2.17869e-05 0
0.787042 -0.788546 -2.29489e-05 0
0.794641 -0.785517 -2.40711e-05 0
0.802323 -0.782484 -2.51536e-05 0
0.810089 -0.779447 -2.61969e-05 0
0.817939 -0.776406 -2.72013e-05 0
0.825874 -0.773361 -2.81671e-05 0
0.833896 -0.770313 -2.90946e-05 0
0.842004 -0.767261 -2.99844e-05 0
0.850201 -0.764208 -3.08365e-05 0
0.858487 -0.761151 -3.16515e-05 0
0.866863 -0.758093 -3.24295e-05 0
0.87533 -0.755032 -3.31708e-05 0
0.883889 -0.75197 -3.38753e-05 0
0.892542 -0.748907 -3.45431e-05 0
0.901288 -0.745843 -3.51743e-05 0
0.910129 -0.742779 -3.57564e-05 0
0.919066 -0.739715 -3.63323e-05 0
0.928101 -0.736649 -3.67626e-05 0
0.93826 -0.733243 -3.81886e-05 0
0.949496 -0.729523 -3.93632e-05 0
0.960731 -0.725853 -4.00318e-05 0
0.971966 -0.72223 -4.04649e-05 0
0.983202 -0.718655 -4.08069e-05 0
0.994437 -0.715127 -4.10895e-05 0
1.00567 -0.711645 -4.13173e-05 0
1.01691 -0.708208 -4.14969e-05 0
1.02814 -0.704816 -4.16359e-05 0
1.03938 -0.701468 -4.17402e-05 0
1.05061 -0.698164 -4.18142e-05 0
1.06185 -0.694902 -4.1861e-05 0
1.07308 -0.691682 -4.18831e-05 0
1.08432 -0.688504 -4.18827e-05 0
1.09555 -0.685365 -4.18613e-05 0
1.10679 -0.682267 -4.18204e-05 0
1.11803 -0.679207 -4.17614e-05 0
1.12926 -0.676186 -4.16854e-05 0
1.1405 -0.673202 -4.15935e-05 0
1.15173 -0.670255 -4.14867e-05 0
1.16297 -0.667344 -4.13662e-05 0
1.1742 -0.66447 -4.12328e-05 0
1.18544 -0.66163 -4.10875e-05 0
1.19667 -0.658824 -4.0931e-05 0
1.20791 -0.656053 -4.07643e-05 0
1.21914 -0.653314 -4.05881e-05 0
1.23038 -0.650608 -4.04031e-05 0
1.24161 -0.647934 -4.021e-05 0
1.25285 -0.645292 -4.00095e-05 0
1.26409 -0.64268 -3.98022e-05 0
1.27532 -0.640099 -3.95885e-05 0
1.28656 -0.637547 -3.93692e-05 0
1.29779 -0.635025 -3.91447e-05 0
1.30903 -0.632531 -3.89154e-05 0
1.32026 -0.630066 -3.86819e-05 0
1.3315 -0.627628 -3.84446e-05 0
1.34273 -0.625218 -3.82039e-05 0
1.35397 -0.622834 -3.79601e-05 0
1.3652 -0.620477 -3.77137e-05 0
1.37644 -0.618145 -3.74649e-05 0
1.38767 -0.615839 -3.72142e-05 0
1.39891 -0.613558 -3.69618e-05 0
1.41014 -0.611301 -3.6708e-05 0
1.42138 -0.609068 -3.6453e-05 0
1.43262 -0.606859 -3.61973e-05 0
1.44385 -0.604673 -3.59409e-05 0
1.45509 -0.60251 -3.56842e-05 0
1.46632 -0.600369 -3.54274e-05 0
1.47756 -0.59825 -3.51706e-05 0
