# ccx tau_xx tau_yy tau_zz
0.000485708 -18.7783 -0.144938 0
0.00145827 -17.4426 -0.191967 0
0.00243313 -15.9638 -0.208156 0
0.00341029 -14.4382 -0.206857 0
0.00438975 -12.9134 -0.195191 0
0.00537153 -11.4251 -0.176532 0
0.00635563 -10.0099 -0.152342 0
0.00734204 -8.71186 -0.12346 0
0.00833079 -7.5789 -0.0913677 0
0.00932187 -6.65135 -0.0588794 0
0.0103153 -5.94773 -0.0296635 0
0.011311 -5.45744 -0.00689742 0
0.0123092 -5.14515 0.00793376 0
0.0133096 -4.96328 0.0153062 0
0.0143125 -4.8649 0.0170353 0
0.0153177 -4.81176 0.0153372 0
0.0163252 -4.77704 0.0121097 0
0.0173352 -4.74454 0.00863075 0
0.0183475 -4.70624 0.00558191 0
0.0193622 -4.65962 0.00321533 0
0.0203793 -4.60519 0.00153196 0
0.0213988 -4.54485 0.00041681 0
0.0224208 -4.48078 -0.000277039 0
0.0234451 -4.41495 -0.000685008 0
0.0244718 -4.34891 -0.000913873 0
0.025501 -4.28369 -0.00103927 0
0.0265326 -4.21996 -0.00111006 0
0.0275667 -4.15805 -0.00115491 0
0.0286031 -4.0981 -0.0011888 0
0.0296421 -4.04014 -0.00121828 0
0.0306834 -3.9841 -0.00124529 0
0.0317273 -3.92989 -0.00126963 0
0.0327736 -3.87742 -0.00129041 0
0.0338223 -3.8266 -0.00130679 0
0.0348736 -3.77736 -0.00131825 0
0.0359273 -3.72961 -0.00132466 0
0.0369835 -3.68331 -0.0013262 0
0.0380422 -3.63839 -0.00132329 0
0.0391034 -3.5948 -0.00131645 0
0.0401671 -3.55249 -0.00130623 0
0.0412333 -3.51143 -0.00129319 0
0.0423021 -3.47155 -0.00127784 0
0.0433733 -3.43283 -0.00126064 0
0.0444471 -3.39521 -0.00124197 0
0.0455234 -3.35865 -0.00122217 0
0.0466023 -3.32311 -0.00120153 0
0.0476837 -3.28855 -0.00118028 0
0.0487676 -3.25493 -0.00115862 0
0.0498542 -3.22222 -0.00113671 0
0.0509432 -3.19037 -0.00111469 0
0.0520349 -3.15935 -0.00109267 0
0.0531291 -3.12913 -0.00107077 0
0.0542259 -3.09967 -0.00104904 0
0.0553253 -3.07094 -0.00102756 0
0.0564273 -3.04292 -0.00100639 0
0.0575319 -3.01557 -0.00098557 0
0.0586391 -2.98887 -0.000965129 0
0.0597489 -2.96279 -0.000945099 0
0.0608614 -2.93731 -0.000925499 0
0.0619764 -2.9124 -0.000906346 0
0.0630941 -2.88805 -0.000887648 0
0.0642144 -2.86422 -0.000869412 0
0.0653374 -2.84091 -0.00085164 0
0.066463 -2.81809 -0.000834331 0
0.0675913 -2.79575 -0.000817483 0
0.0687222 -2.77386 -0.00080109 0
0.0698559 -2.75242 -0.000785145 0
0.0709921 -2.7314 -0.00076964 0
0.0721311 -2.7108 -0.000754566 0
0.0732728 -2.69059 -0.000739912 0
0.0744171 -2.67076 -0.000725669 0
0.0755642 -2.65131 -0.000711824 0
0.0767139 -2.63222 -0.000698367 0
0.0778664 -2.61348 -0.000685286 0
0.0790216 -2.59507 -0.000672569 0
0.0801795 -2.57699 -0.000660205 0
0.0813402 -2.55924 -0.000648182 0
0.0825035 -2.54178 -0.000636488 0
0.0836697 -2.52463 -0.000625113 0
0.0848386 -2.50777 -0.000614046 0
0.0860102 -2.49119 -0.000603277 0
0.0871846 -2.47489 -0.000592794 0
0.0883618 -2.45885 -0.000582588 0
0.0895418 -2.44307 -0.000572649 0
0.0907245 -2.42754 -0.000562969 0
0.0919101 -2.41226 -0.000553537 0
0.0930984 -2.39722 -0.000544346 0
0.0942895 -2.38242 -0.000535387 0
0.0954835 -2.36783 -0.000526652 0
0.0966803 -2.35347 -0.000518133 0
0.0978799 -2.33933 -0.000509823 0
0.0990823 -2.3254 -0.000501715 0
0.100288 -2.31167 -0.000493803 0
0.101496 -2.29814 -0.000486079 0
0.102707 -2.28481 -0.000478537 0
0.10392 -2.27166 -0.000471172 0
0.105137 -2.25871 -0.000463978 0
0.106357 -2.24593 -0.000456949 0
0.107579 -2.23334 -0.00045008 0
0.108804 -2.22091 -0.000443366 0
0.110033 -2.20866 -0.000436802 0
0.111264 -2.19657 -0.000430383 0
0.112498 -2.18464 -0.000424105 0
0.113735 -2.17287 -0.000417964 0
0.114975 -2.16126 -0.000411956 0
0.116217 -2.14979 -0.000406076 0
0.117463 -2.13848 -0.00040032 0
0.118712 -2.12731 -0.000394686 0
0.119963 -2.11628 -0.00038917 0
0.121218 -2.10539 -0.000383767 0
0.122475 -2.09464 -0.000378476 0
0.123736 -2.08402 -0.000373293 0
0.124999 -2.07353 -0.000368214 0
0.126266 -2.06317 -0.000363237 0
0.127535 -2.05293 -0.00035836 0
0.128807 -2.04281 -0.000353579 0
0.130083 -2.03282 -0.000348891 0
0.131361 -2.02294 -0.000344295 0
0.132643 -2.01318 -0.000339788 0
0.133927 -2.00353 -0.000335368 0
0.135215 -1.994 -0.000331031 0
0.136505 -1.98457 -0.000326777 0
0.137799 -1.97525 -0.000322603 0
0.139096 -1.96603 -0.000318506 0
0.140395 -1.95691 -0.000314486 0
0.141698 -1.9479 -0.00031054 0
0.143004 -1.93899 -0.000306665 0
0.144313 -1.93017 -0.000302862 0
0.145625 -1.92145 -0.000299127 0
0.14694 -1.91282 -0.000295459 0
0.148258 -1.90428 -0.000291856 0
0.149579 -1.89583 -0.000288317 0
0.150904 -1.88748 -0.000284841 0
0.152231 -1.87921 -0.000281425 0
0.153562 -1.87102 -0.000278068 0
0.154896 -1.86292 -0.00027477 0
0.156233 -1.8549 -0.000271528 0
0.157573 -1.84697 -0.000268342 0
0.158916 -1.83911 -0.000265209 0
0.160263 -1.83133 -0.00026213 0
0.161613 -1.82363 -0.000259102 0
0.162965 -1.816 -0.000256124 0
0.164321 -1.80845 -0.000253196 0
0.165681 -1.80098 -0.000250316 0
0.167043 -1.79357 -0.000247484 0
0.168409 -1.78624 -0.000244697 0
0.169778 -1.77897 -0.000241956 0
0.17115 -1.77178 -0.000239258 0
0.172525 -1.76465 -0.000236604 0
0.173904 -1.75759 -0.000233992 0
0.175286 -1.7506 -0.000231421 0
0.176671 -1.74367 -0.000228891 0
0.178059 -1.7368 -0.000226401 0
0.179451 -1.72999 -0.000223949 0
0.180846 -1.72325 -0.000221536 0
0.182244 -1.71657 -0.000219159 0
0.183646 -1.70995 -0.000216819 0
0.18505 -1.70338 -0.000214515 0
0.186459 -1.69688 -0.000212246 0
0.18787 -1.69043 -0.000210011 0
0.189285 -1.68404 -0.000207809 0
0.190703 -1.6777 -0.000205641 0
0.192124 -1.67142 -0.000203504 0
0.193549 -1.66519 -0.0002014 0
0.194978 -1.65901 -0.000199327 0
0.196409 -1.65289 -0.000197284 0
0.197844 -1.64682 -0.000195271 0
0.199282 -1.6408 -0.000193288 0
0.200724 -1.63483 -0.000191337 0
0.202169 -1.6289 -0.000189405 0
0.203618 -1.62303 -0.000187525 0
0.20507 -1.61721 -0.00018569 0
0.206525 -1.61143 -0.000183416 0
0.207903 -1.60603 -0.000180481 0
