# ccx tau_xx tau_yy tau_zz
0.000485708 -49.0655 -0.928325 0
0.00145827 -21.8436 -0.228158 0
0.00243313 -15.6376 -0.0243237 0
0.00341029 -13.7628 -0.00213021 0
0.00438975 -13.3321 0.00461182 0
0.00537153 -13.3508 0.00356276 0
0.00635563 -13.2421 0.000239791 0
0.00734204 -13.0012 -0.00124274 0
0.00833079 -12.7295 -0.00146229 0
0.00932187 -12.4811 -0.00128999 0
0.0103153 -12.2684 -0.00107388 0
0.011311 -12.0884 -0.000919019 0
0.0123092 -11.9317 -0.000825014 0
0.0133096 -11.7926 -0.000774483 0
0.0143125 -11.6643 -0.000759466 0
0.0153177 -11.5436 -0.000741051 0
0.0163252 -11.4299 -0.000719008 0
0.0173352 -11.3217 -0.000699348 0
0.0183475 -11.2187 -0.000671558 0
0.0193622 -11.1212 -0.000640747 0
0.0203793 -11.0286 -0.000611072 0
0.0213988 -10.9408 -0.000582576 0
0.0224208 -10.8573 -0.000553713 0
0.0234451 -10.7782 -0.00052567 0
0.0244718 -10.7029 -0.000500363 0
0.025501 -10.6313 -0.000476753 0
0.0265326 -10.563 -0.000454589 0
0.0275667 -10.4979 -0.000445613 0
0.0286031 -10.4344 -0.00045213 0
0.0296421 -10.372 -0.00044743 0
0.0306834 -10.3119 -0.000430747 0
0.0317273 -10.2542 -0.000413 0
0.0327736 -10.1988 -0.000396236 0
0.0338223 -10.1455 -0.000381045 0
0.0348736 -10.0942 -0.000366797 0
0.0359273 -10.0447 -0.000354145 0
0.0369835 -9.9969 -0.000341974 0
0.0380422 -9.95065 -0.000330264 0
0.0391034 -9.90589 -0.000319103 0
0.0401671 -9.86256 -0.000308876 0
0.0412333 -9.82053 -0.00029912 0
0.0423021 -9.77975 -0.000289877 0
0.0433733 -9.74015 -0.000281011 0
0.0444471 -9.70167 -0.000272778 0
0.0455234 -9.66425 -0.000264932 0
0.0466023 -9.62781 -0.000257507 0
0.0476837 -9.59233 -0.000250657 0
0.0487676 -9.55769 -0.000244605 0
0.0498542 -9.52385 -0.000239253 0
0.0509432 -9.49065 -0.00023473 0
0.0520349 -9.45804 -0.000230052 0
0.0531291 -9.42603 -0.000225077 0
0.0542259 -9.39464 -0.000220005 0
0.0553253 -9.36391 -0.000214766 0
0.0564273 -9.3338 -0.00021007 0
0.0575319 -9.30429 -0.000205314 0
0.0586391 -9.27539 -0.00020061 0
0.0597489 -9.24705 -0.000196346 0
0.0608614 -9.21927 -0.000192149 0
0.0619764 -9.192 -0.000188141 0
0.0630941 -9.16525 -0.000184126 0
0.0642144 -9.139 -0.000180477 0
0.0653374 -9.1132 -0.000176847 0
0.066463 -9.08788 -0.000173141 0
0.0675913 -9.06301 -0.000169928 0
0.0687222 -9.03855 -0.000166663 0
0.0698559 -9.01451 -0.000163368 0
0.0709921 -8.99088 -0.000160434 0
0.0721311 -8.96761 -0.000157746 0
0.0732728 -8.94468 -0.000155172 0
0.0744171 -8.92208 -0.000152321 0
0.0755642 -8.89985 -0.000149474 0
0.0767139 -8.87796 -0.000146949 0
0.0778664 -8.8564 -0.000144227 0
0.0790216 -8.83519 -0.000141608 0
0.0801795 -8.81431 -0.000139237 0
0.0813402 -8.79373 -0.000136835 0
0.0825035 -8.77345 -0.000134542 0
0.0836697 -8.75347 -0.000132251 0
0.0848386 -8.73378 -0.000130005 0
0.0860102 -8.71437 -0.00012801 0
0.0871846 -8.69522 -0.000125886 0
0.0883618 -8.67635 -0.00012377 0
0.0895418 -8.65774 -0.000121946 0
0.0907245 -8.63937 -0.000119998 0
0.0919101 -8.62125 -0.000118062 0
0.0930984 -8.60337 -0.000116315 0
0.0942895 -8.58571 -0.000114516 0
0.0954835 -8.56829 -0.000112784 0
0.0966803 -8.55109 -0.000111144 0
0.0978799 -8.53411 -0.000109429 0
0.0990823 -8.51734 -0.000107831 0
0.100288 -8.50077 -0.000106337 0
0.101496 -8.4844 -0.000104747 0
0.102707 -8.46824 -0.000103232 0
0.10392 -8.45226 -0.000101837 0
0.105137 -8.43647 -0.000100383 0
0.106357 -8.42087 -9.89611e-05 0
0.107579 -8.40545 -9.76448e-05 0
0.108804 -8.3902 -9.62845e-05 0
0.110033 -8.37512 -9.49691e-05 0
0.111264 -8.36022 -9.37595e-05 0
0.112498 -8.34547 -9.24672e-05 0
0.113735 -8.33089 -9.12023e-05 0
0.114975 -8.31647 -9.00988e-05 0
0.116217 -8.30219 -8.89086e-05 0
0.117463 -8.28808 -8.77033e-05 0
0.118712 -8.27411 -8.66408e-05 0
0.119963 -8.26029 -8.55506e-05 0
0.121218 -8.2466 -8.4438e-05 0
